state_id,true_label,true_violation,pred_label,pred_violation,correct,violation_correct,elapsed_s,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,content_trace,reasoning_trace
test_000000,LEGAL,,ILLEGAL,transition_break,0,,12.61,stop,30938,534,512,artifacts/gpt55_n50_verify_traces/test_000000.content.txt,
test_000002,LEGAL,,ILLEGAL,transition_break,0,,7.64,stop,30477,425,403,artifacts/gpt55_n50_verify_traces/test_000002.content.txt,
test_000004,LEGAL,,ILLEGAL,transition_break,0,,3.88,stop,26829,150,128,artifacts/gpt55_n50_verify_traces/test_000004.content.txt,
test_000006,LEGAL,,ILLEGAL,transition_break,0,,8.89,stop,34251,534,512,artifacts/gpt55_n50_verify_traces/test_000006.content.txt,
test_000008,LEGAL,,ILLEGAL,transition_break,0,,12.57,stop,32100,400,378,artifacts/gpt55_n50_verify_traces/test_000008.content.txt,
test_000010,LEGAL,,ILLEGAL,transition_break,0,,4.28,stop,33557,198,176,artifacts/gpt55_n50_verify_traces/test_000010.content.txt,
test_000012,LEGAL,,ILLEGAL,transition_break,0,,10.82,stop,30351,534,512,artifacts/gpt55_n50_verify_traces/test_000012.content.txt,
test_000014,LEGAL,,ILLEGAL,transition_break,0,,9.5,stop,32650,534,512,artifacts/gpt55_n50_verify_traces/test_000014.content.txt,
test_000016,LEGAL,,ILLEGAL,transition_break,0,,5.59,stop,33906,230,208,artifacts/gpt55_n50_verify_traces/test_000016.content.txt,
test_000018,LEGAL,,ILLEGAL,transition_break,0,,10.61,stop,32514,534,512,artifacts/gpt55_n50_verify_traces/test_000018.content.txt,
test_000020,LEGAL,,ILLEGAL,transition_break,0,,8.39,stop,30486,455,433,artifacts/gpt55_n50_verify_traces/test_000020.content.txt,
test_000022,LEGAL,,ILLEGAL,transition_break,0,,8.99,stop,31139,471,449,artifacts/gpt55_n50_verify_traces/test_000022.content.txt,
test_000024,LEGAL,,ILLEGAL,transition_break,0,,7.73,stop,32598,438,416,artifacts/gpt55_n50_verify_traces/test_000024.content.txt,
test_000026,LEGAL,,ILLEGAL,transition_break,0,,8.95,stop,31386,497,475,artifacts/gpt55_n50_verify_traces/test_000026.content.txt,
test_000028,LEGAL,,ILLEGAL,transition_break,0,,3.77,stop,38209,179,157,artifacts/gpt55_n50_verify_traces/test_000028.content.txt,
test_000030,LEGAL,,ILLEGAL,transition_break,0,,9.59,stop,31464,534,512,artifacts/gpt55_n50_verify_traces/test_000030.content.txt,
test_000032,LEGAL,,ILLEGAL,transition_break,0,,5.98,stop,33077,299,277,artifacts/gpt55_n50_verify_traces/test_000032.content.txt,
test_000034,LEGAL,,ILLEGAL,transition_break,0,,5.2,stop,33663,249,227,artifacts/gpt55_n50_verify_traces/test_000034.content.txt,
test_000036,LEGAL,,ILLEGAL,transition_break,0,,19.0,stop,32953,534,512,artifacts/gpt55_n50_verify_traces/test_000036.content.txt,
test_000038,LEGAL,,ILLEGAL,transition_break,0,,19.49,stop,31850,1052,1024,artifacts/gpt55_n50_verify_traces/test_000038.content.txt,
test_000040,LEGAL,,ILLEGAL,transition_break,0,,10.29,stop,32045,534,512,artifacts/gpt55_n50_verify_traces/test_000040.content.txt,
test_000042,LEGAL,,ILLEGAL,transition_break,0,,12.27,stop,32777,534,512,artifacts/gpt55_n50_verify_traces/test_000042.content.txt,
test_000044,LEGAL,,ILLEGAL,transition_break,0,,14.84,stop,33196,534,512,artifacts/gpt55_n50_verify_traces/test_000044.content.txt,
test_000046,LEGAL,,ILLEGAL,transition_break,0,,10.98,stop,29076,175,153,artifacts/gpt55_n50_verify_traces/test_000046.content.txt,
test_000048,LEGAL,,ILLEGAL,transition_break,0,,14.08,stop,32846,900,872,artifacts/gpt55_n50_verify_traces/test_000048.content.txt,
test_000050,LEGAL,,ILLEGAL,transition_break,0,,14.42,stop,30088,731,703,artifacts/gpt55_n50_verify_traces/test_000050.content.txt,
test_000052,LEGAL,,ILLEGAL,transition_break,0,,8.55,stop,30335,303,281,artifacts/gpt55_n50_verify_traces/test_000052.content.txt,
test_000054,LEGAL,,ILLEGAL,transition_break,0,,10.23,stop,32359,534,512,artifacts/gpt55_n50_verify_traces/test_000054.content.txt,
test_000056,LEGAL,,ILLEGAL,transition_break,0,,13.89,stop,36071,337,315,artifacts/gpt55_n50_verify_traces/test_000056.content.txt,
test_000058,LEGAL,,ILLEGAL,transition_break,0,,4.63,stop,29438,221,199,artifacts/gpt55_n50_verify_traces/test_000058.content.txt,
test_000060,LEGAL,,ILLEGAL,transition_break,0,,10.44,stop,29910,492,470,artifacts/gpt55_n50_verify_traces/test_000060.content.txt,
test_000062,LEGAL,,ILLEGAL,transition_break,0,,14.59,stop,35604,393,371,artifacts/gpt55_n50_verify_traces/test_000062.content.txt,
test_000064,LEGAL,,ILLEGAL,transition_break,0,,9.65,stop,32832,534,512,artifacts/gpt55_n50_verify_traces/test_000064.content.txt,
test_000066,LEGAL,,ILLEGAL,transition_break,0,,5.33,stop,26721,223,201,artifacts/gpt55_n50_verify_traces/test_000066.content.txt,
test_000068,LEGAL,,ILLEGAL,transition_break,0,,22.45,stop,34556,534,512,artifacts/gpt55_n50_verify_traces/test_000068.content.txt,
test_000070,LEGAL,,API_ERROR,,0,,13.72,,0,0,0,artifacts/gpt55_n50_verify_traces/test_000070.content.txt,
test_000072,LEGAL,,ILLEGAL,transition_break,0,,15.79,stop,31169,534,512,artifacts/gpt55_n50_verify_traces/test_000072.content.txt,
test_000074,LEGAL,,ILLEGAL,transition_break,0,,11.79,stop,29071,296,274,artifacts/gpt55_n50_verify_traces/test_000074.content.txt,
test_000076,LEGAL,,ILLEGAL,transition_break,0,,10.0,stop,33982,534,512,artifacts/gpt55_n50_verify_traces/test_000076.content.txt,
test_000078,LEGAL,,ILLEGAL,transition_break,0,,10.31,stop,29795,236,214,artifacts/gpt55_n50_verify_traces/test_000078.content.txt,
test_000080,LEGAL,,ILLEGAL,transition_break,0,,17.5,stop,32540,272,250,artifacts/gpt55_n50_verify_traces/test_000080.content.txt,
test_000082,LEGAL,,ILLEGAL,transition_break,0,,25.7,stop,32632,741,713,artifacts/gpt55_n50_verify_traces/test_000082.content.txt,
test_000084,LEGAL,,ILLEGAL,transition_break,0,,10.61,stop,34311,534,512,artifacts/gpt55_n50_verify_traces/test_000084.content.txt,
test_000086,LEGAL,,ILLEGAL,transition_break,0,,5.11,stop,34761,181,159,artifacts/gpt55_n50_verify_traces/test_000086.content.txt,
test_000088,LEGAL,,ILLEGAL,transition_break,0,,10.27,stop,32090,267,245,artifacts/gpt55_n50_verify_traces/test_000088.content.txt,
test_000090,LEGAL,,ILLEGAL,transition_break,0,,17.51,stop,28906,534,512,artifacts/gpt55_n50_verify_traces/test_000090.content.txt,
test_000092,LEGAL,,ILLEGAL,transition_break,0,,9.66,stop,28470,262,240,artifacts/gpt55_n50_verify_traces/test_000092.content.txt,
test_000094,LEGAL,,ILLEGAL,transition_break,0,,9.4,stop,27612,534,512,artifacts/gpt55_n50_verify_traces/test_000094.content.txt,
test_000096,LEGAL,,ILLEGAL,transition_break,0,,7.96,stop,31394,474,452,artifacts/gpt55_n50_verify_traces/test_000096.content.txt,
test_000098,LEGAL,,ILLEGAL,transition_break,0,,14.73,stop,27788,534,512,artifacts/gpt55_n50_verify_traces/test_000098.content.txt,
